id_kursus,judul,link,penyelenggara,kategori,instruktor,level,rating,biaya,deskripsi
52,Foundations of Digital Marketing and E-commerce,https://www.coursera.org/learn/foundations-of-digital-marketing-and-e-commerce,Coursera,Digital Marketing,Google Career Certificates,Beginner ,4.8,Berbayar,Pada akhir kursus ini  Anda akan dapat melakukan hal-hal berikut:Mendefinisikan bidang pemasaran digital dan e-commerce; Menjelaskan tanggung jawab pekerjaan seorang koordinator pemasaran digital dan analis e-niaga tingkat pemula (dan jabatan yang serupa); Merangkum bagaimana program ini akan membantu mempersiapkan Anda untuk berkarier di bidang pemasaran digital dan e-commerce; Mengidentifikasi peran dan fungsi yang dimainkan oleh pemasaran digital dan e-commerce dalam sebuah organisasi; Memahami perjalanan pelanggan dan fungsi peta perjalanan; Menjelaskan konsep corong pemasaran; Memahami elemen dan tujuan dari strategi pemasaran digital dan e-commerce.
53,Kursus Digital Marketing untuk Pemula,https://kelas.work/classes/kursus-digital-marketing-untuk-pemula,Kelas.work,Digital Marketing,Brainbox Academy | Bambang Adhi Jatmiko,Beginner ,,Berbayar,"Penjualan produkmu masih sama saja? Atau masih bingung mau menyasar umur yang sesuai? Mungkin, kamu masih belum tahu secara dalam tentang Digital Marketing! Nah! Adanya Digital Marketing bisa memasarkan produkmu menggunakan teknologi yang berbasis digital. Di kelas ini kamu akan belajar mulai dari manfaat, tujuan dan implementasi secara umum, dan tidak ketinggalan juga kamu akan belajar penggunaannya di berbagai channel loh! Ikuti kelas ini agar bisa menjadi digital strategist, copywriter, SEO specialist dan lainnya!"
54,Basic Digital Marketing untuk Pemula,https://kelas.work/classes/basic-digital-marketing-untuk-pemula,Kelas.work,Digital Marketing,Tyo Prasetya | Digital Marketing Expert at PT Gudang Garam Tbk,Beginner ,,Berbayar,"Digital Marketing menjadi suatu keilmuan baru sejalan dengan era digitalisasi. Dia memiliki tempat yang besar dalam dunia marketing hari ini. Kehadiran berbagai platform dan channel memberikan ruang untuk penerapan ilmu ini. Tidak perlu repot mengambil pendidikan yang cocok untuk menjadi seorang digital marketing specialist. Karena di kelas ini kamu akan belajar basic digital marketing meliputi: Fundamental Digital Marketing Ekosistem Digital Marketing Impactful Content Marketing Digital: Metrics, Ads, Budgeting and Tools Keahlian yang terbuka untuk siapa saja, tanpa pandang usia dan latar belakang. Passion terhadap dunia marketing, dibarengi dengan kemampuan teknikal di bidang digital adalah modal yang cukup. Kelas ini akan membantu kamu untuk berkembang dengan modal yang sangat sederhana!"
55,Social Media Marketing untuk Pemula,https://kelas.work/classes/social-media-marketing-untuk-pemula,Kelas.work,Digital Marketing,Eka Derianita | Sr. Social Media Specialist at Alterra Bills,Beginner ,,Berbayar,"Apa yang kamu kira ketika mendengar Social Media Marketing? Hanya jago jualan? Tidak! Seperti Sales? Tidak! Social Media Marketing, tepatnya seperti menggabungkan beberapa profesi menjadi satu. KOL? Bisa. Copywriting? Dipelajari. Engagement? Sudah pasti harus bisa mengukurnya! Era digital membuat prospek karier Social Media Marketing dibutuhkan. Oleh karena itu, di kelas ini kamu akan belajar: Social Media Marketing Fundamentals Cara Kerja Social Media Marketing Social Media Content Plan Social Media Analytics Social Media Trends Eits! Tidak hanya itu! Kamu juga akan diajarkan cara membuat ads loh! Segala hal untuk menjadi Social Media Marketing specialist akan kamu pelajari di sini. Pemanfaatan social media, kreativitas, melihat peluang, hingga mengenal target pasar yang tepat adalah poin penting untuk kamu yang baru saja memulai."
56,KOL Management untuk Sosial Media Marketing,https://kelas.work/classes/kol-management-untuk-sosial-media-marketing,Kelas.work,Digital Marketing,Dhika Putra Munggaran | Social Media & KOL Specialist,Beginner ,,Berbayar,"Tidak bisa dipungkiri peran KOL atau influencer sangat besar dalam social media marketing. Endorsement adalah marketing sederhana yang mereka lakukan untuk menarik pengguna secara masif. Maka, KOL management hadir untuk kamu yang ingin mengoptimalkan social media marketing. Kira-kira apa saja sih yang harus dilakukan kalau kita mau kerjasama dengan KOL? Ada banyak sih di antaranya kamu harus tau: Menilai KOL yang cocok dengan brand Merancang Campaign Marketing Menentukan Rate Card Menyusun Creative Brief Keempat hal ini menjadi hal dasar yang harus kamu pahami. Di kelas ini, kamu akan mendapatkan susunan materi yang lengkap untuk memaksimalkan social media marketing menggunakan KOL. Di sini kamu juga akan diberitahu cara memulai karier hingga membangun portofolionya. Sebuah kelas yang didesain untuk menjawab kebutuhan era digital."
57,Entrepreneurship Skala Lokal hingga Global,https://kelas.work/classes/entrepreneurship-skala-lokal-hingga-global,Kelas.work,Digital Marketing,Dr. Harry Patria,Beginner ,,Berbayar,"Dunia entrepreneurship berkaitan erat dengan sosok kepemimpinan, seorang pemimpin di dalam perusahaan harus cermat untuk melihat kebutuhan-kebutuhan yang diperlukan di masyarakat. Pada abad ke-21, kehadiran teknologi secara tidak langsung mendisrupsi dunia bisnis, di tengah hadirnya berbagai kompetitor mencari strategi dan menemukan terobosan untuk mempertahankan bisnis adalah kewajiban seorang entrepreneurship. Di sini kamu akan mempelajari mengenai tahapan awal seorang entrepreneurship mulai dari entrepreneurial process, discovery, concept development, resourcing, actualization, harvesting dan sampai mengembangkan global entrepreneurship. Tidak hanya itu, di kelas ini pun kamu akan diajarkan untuk menciptakan produk-produk yang memberikan nilai dan solusi kepada masyarakat, sampai mempelajari business model yang dikembangkan oleh Elon Musk serta berbagai alat analisis yang cocok digunakan untuk modal pemimpin perusahaan. Maka dari itu, jika kamu tertarik untuk mendalami bidang entrepreneurship, kelas ini merupakan tempat yang cocok untuk mengetahui segala seluk-beluknya."
58,Business Analytics with Excel: Elementary to Advanced,https://www.coursera.org/learn/business-analytics-excel,Coursera,Data Science & Data Analysis,"Joseph W. Cutrone, PhD",,4.8,Gratis,"Seorang pemimpin di dunia yang digerakkan oleh data membutuhkan pengetahuan tentang metode yang berhubungan dengan data (statistik) dan model yang tepat untuk menggunakan data tersebut. Kelas Analisis Bisnis ini berfokus pada yang terakhir: memperkenalkan siswa pada kerangka kerja analitis yang digunakan untuk pengambilan keputusan melalui pemodelan Excel. Ini termasuk Optimasi Linier dan Integer, Analisis Keputusan, dan pemodelan Risiko. Untuk setiap metodologi, siswa pertama-tama akan diperkenalkan dengan mekanisme dasar, dan kemudian menerapkan metodologi tersebut ke masalah bisnis dunia nyata menggunakan Excel. "
59,Introduction to Statistics,https://www.coursera.org/learn/stanford-statistics,Coursera,Data Science & Data Analysis,Guenther Walther,,4.6,Gratis,"""Pengantar Statistik"" dari Stanford mengajarkan Anda konsep berpikir statistik yang penting untuk belajar dari data dan mengkomunikasikan wawasan. Pada akhir kursus, Anda akan dapat melakukan analisis data eksplorasi, memahami prinsip-prinsip utama pengambilan sampel, dan memilih uji signifikansi yang sesuai untuk berbagai konteks. Anda akan mendapatkan keterampilan dasar yang mempersiapkan Anda untuk mengejar topik-topik yang lebih maju dalam pemikiran statistik dan pembelajaran mesin. Topik-topiknya meliputi Statistik Deskriptif, Pengambilan Sampel dan Eksperimen Terkendali Secara Acak, Probabilitas, Distribusi Pengambilan Sampel dan Teorema Limit Sentral, Regresi, Uji Signifikansi Umum, Pengambilan Sampel Ulang, Perbandingan Berganda."
60,Understanding Clinical Research: Behind the Statistics,https://www.coursera.org/learn/clinical-research,Coursera,Data Science & Data Analysis,Juan H Klopper,,4.8,Gratis,"Jika Anda hanya tertarik untuk memahami literatur yang diterbitkan dengan benar atau jika Anda memulai melakukan penelitian sendiri, kursus ini adalah langkah pertama Anda. Kursus ini menawarkan jalan masuk yang mudah untuk menafsirkan konsep-konsep statistik yang umum tanpa harus masuk ke dalam rumus-rumus matematika yang rumit. Mampu menafsirkan dan memahami konsep-konsep ini adalah cara terbaik untuk memulai perjalanan Anda ke dunia literatur klinis. Di situlah kursus ini hadir - jadi mari kita mulai! Kursus ini gratis untuk didaftarkan dan diambil. Anda akan ditawari pilihan untuk membeli sertifikat kelulusan yang dapat Anda peroleh, jika Anda berhasil menyelesaikan persyaratan kursus. Ini bisa menjadi cara yang sangat baik untuk tetap termotivasi! Bantuan keuangan juga tersedia."
61,Python and Statistics for Financial Analysis,https://www.coursera.org/learn/python-statistics-financial-analysis,Coursera,Data Science & Data Analysis,Xuhu Wan,,4.4,Gratis,"Kursus ini menggabungkan coding python dan konsep statistik dan menerapkannya ke dalam analisis data keuangan, seperti data saham. Pada akhir kursus, Anda dapat mencapai hal-hal berikut dengan menggunakan python: - Mengimpor, pra-pemrosesan, menyimpan, dan memvisualisasikan data keuangan ke dalam pandas Dataframe - Memanipulasi data keuangan yang ada dengan membuat variabel baru menggunakan beberapa kolom - Mengingat dan menerapkan konsep statistik penting (variabel acak, frekuensi, distribusi, populasi dan sampel, interval kepercayaan, regresi linier, dll.) ke dalam konteks keuangan. ) ke dalam konteks keuangan - Membangun model perdagangan menggunakan model regresi linier berganda - Mengevaluasi kinerja model perdagangan menggunakan indikator investasi yang berbeda Lingkungan Jupyter Notebook dikonfigurasikan dalam platform kursus untuk mempraktikkan pengkodean python tanpa menginstal aplikasi klien apa pun."
62,Data Analytics for Lean Six Sigma,https://www.coursera.org/learn/data-analytics-for-lean-six-sigma,Coursera,Data Science & Data Analysis,Inez Zwetsloot,,4.8,Gratis,"Dalam kursus ini Anda akan mempelajari teknik analisis data yang biasanya berguna dalam proyek peningkatan Lean Six Sigma. Pada akhir kursus ini, Anda dapat menganalisis dan menginterpretasikan data yang dikumpulkan dalam proyek semacam itu. Anda akan dapat menggunakan Minitab untuk menganalisis data. Saya juga akan menjelaskan secara singkat apa itu Lean Six Sigma. Saya akan menekankan pada penggunaan alat analisis data dan interpretasi hasilnya. Saya akan menggunakan banyak contoh berbeda dari proyek-proyek Lean Six Sigma yang sebenarnya untuk mengilustrasikan semua alat. Saya tidak akan membahas latar belakang matematika. "
63,Foundations of Data Science: K-Means Clustering in Python,https://www.coursera.org/learn/data-science-k-means-clustering-python,Coursera,Data Science & Data Analysis, Dr Matthew Yee-King ,,4.6,Gratis,"Organisasi di seluruh dunia menggunakan data untuk memprediksi perilaku dan mengekstrak wawasan dunia nyata yang berharga untuk mengambil keputusan. Mengelola dan menganalisis data besar telah menjadi bagian penting dari keuangan modern, ritel, pemasaran, ilmu sosial, pengembangan dan penelitian, kedokteran, dan pemerintahan. MOOC ini, yang dirancang oleh tim akademis dari Goldsmiths, University of London, akan dengan cepat memperkenalkan Anda pada konsep-konsep inti Ilmu Data untuk mempersiapkan Anda mengikuti kursus Ilmu Data tingkat menengah dan lanjutan. Kursus ini berfokus pada matematika dasar, statistik, dan keterampilan pemrograman yang diperlukan untuk tugas-tugas analisis data yang umum. "
64,From Excel to Power BI,https://www.coursera.org/learn/from-excel-to-power-bi,Coursera,Data Science & Data Analysis,Keith Gibson,,4.4,Gratis,"Kami akan membantu Anda membangun pengetahuan dan keterampilan Power BI yang mendasar, termasuk: - Mengimpor data dari Excel dan lokasi lain ke dalam Power BI. - Memahami lingkungan Power BI dan tiga Tampilannya. - Membangun keterampilan tingkat pemula hingga menengah untuk menavigasi produk Power BI. - Mengeksplorasi hubungan yang berpengaruh dalam kumpulan data. - Merancang visual dan laporan Power BI. - Membangun dasbor yang efektif untuk berbagi, mempresentasikan, dan berkolaborasi dengan rekan-rekan di Power BI Service. Untuk mengikuti kursus ini, Anda akan membutuhkan: - Pemahaman dasar tentang proses analisis data di Excel. - Setidaknya akun berlisensi Power BI gratis, termasuk: - Aplikasi desktop Power BI. - Power BI Online di Microsoft 365. Durasi kursus kurang lebih tiga jam. Pembelajaran dibagi menjadi lima modul, modul kelima merupakan penilaian kumulatif. Desain kurikulum mencakup pelajaran video, pembelajaran interaktif menggunakan video tutorial singkat, tutorial cara, dan kesempatan latihan menggunakan DATASET KOMPLIMENTER. Audiens yang dituju termasuk mahasiswa bisnis, pemilik usaha kecil, asisten administrasi, akuntan, manajer ritel, estimator, manajer proyek, analis bisnis, dan siapa pun yang cenderung membuat keputusan bisnis berdasarkan data. Bergabunglah bersama kami dalam perjalanan ini!"
65,Population Health: Responsible Data Analysis,https://www.coursera.org/learn/responsible-data-analysis,Coursera,Data Science & Data Analysis,Mar Rodriguez Girondo,,4.5,Gratis,"Di sebagian besar bidang kesehatan, data digunakan untuk membuat keputusan penting.  Sebagai manajer populasi kesehatan, Anda akan memiliki kesempatan untuk menggunakan data untuk menjawab pertanyaan-pertanyaan menarik. Dalam kursus ini, kita akan membahas analisis data dari perspektif yang bertanggung jawab, yang akan membantu Anda mengekstrak informasi yang berguna dari data dan memperluas pengetahuan Anda tentang aspek-aspek spesifik yang menarik dari populasi. "
66,Process Mining: Data Science in Action,https://www.coursera.org/learn/process-mining,Coursera,Data Science & Data Analysis,Wil van der Aalst,,4.7,Gratis,Kursus ini dimulai dengan gambaran umum tentang pendekatan dan teknologi yang menggunakan data peristiwa untuk mendukung pengambilan keputusan dan desain ulang proses bisnis. Kemudian mata kuliah ini berfokus pada process mining sebagai jembatan antara data mining dan pemodelan proses bisnis. Mata kuliah ini berada pada tingkat pengenalan dengan berbagai tugas praktis. Mata kuliah ini mencakup tiga jenis utama dari process mining. Tipe pertama dari process mining adalah discovery. Teknik discovery mengambil sebuah event log dan menghasilkan sebuah model proses tanpa menggunakan informasi apriori.
67,Mempelajari Analitik Data: 1 Fondasi,https://www.linkedin.com/learning/mempelajari-analitik-data-1-fondasi,LinkedIn,Data Science & Data Analysis,Robin Hunt,Beginner ,,Berbayar,"Apakah Anda berminat meniti karier di bidang analitik data? Dalam kursus ini, instruktur Robin Hunt mengajak Anda menyelami dunia seorang analis. Dia mendefinisikan dan menjelaskan konsep dasar, seperti cara memikirkan data, cara bekerja sama dengan orang lain dari berbagai peran untuk mendapatkan data yang diperlukan, serta alat yang Anda butuhkan untuk mengolah data, seperti Excel dan Microsoft Access. Dia juga memperkenalkan kueri SQL, Power BI, dan banyak lagi. Robin membahas sintaks dan menjelaskan cara menginterpretasi data yang ditemukan, mencari data yang dibutuhkan, dan membersihkan data untuk pengerjaan data yang efektif. Dia menjelaskan tata kelola data dan cara mengajukan pertanyaan yang tepat kepada berbagai macam departemen untuk mengumpulkan data yang Anda butuhkan. Robin lalu menunjukkan cara mengolah data, termasuk cara mengimpor data, mengerjakan file datar, seperti CSV, dan membuat rangkaian data untuk orang lain. Robin membahas pengertian pembersihan (cleaning) dan pemodelan (modeling), juga cara menggunakan Power Query di Excel. Dia juga menambahkan rangkaian tantangan/solusi di setiap bagian untuk membantu Anda mengevaluasi keahlian."
68,Belajar Excel: Analisis Data,https://www.linkedin.com/learning/belajar-excel-analisis-data,LinkedIn,Data Science & Data Analysis,Curt Frye,Beginner ,,Berbayar,"Microsoft Excel adalah alat penting untuk analisis data. Alat ini membantu perusahaan menilai situasi secara akurat dan membuat keputusan bisnis yang lebih baik. Kursus ini membantu mengungkap kekuatan data organisasi Anda menggunakan analisis data dan alat visualisasi yang ada di Excel. Curt Frye, seorang penulis, mengawali kursus ini dengan konsep dasar, termasuk perhitungan dasar, seperti mean, median, dan standar deviasi, serta memberikan pengantar teorema limit pusat. Dia kemudian menunjukkan cara memvisualisasikan data, hubungan, dan hasil pada masa mendatang dengan histogram, grafik, dan bagan Excel. Dia juga membahas pengujian hipotesis, pemodelan distribusi data yang berbeda, serta menghitung kovarian dan korelasi antara kumpulan data. Pada akhir kursus, dia akan meninjau proses penghitungan probabilitas Bayesian di Excel. Setiap bab dilengkapi contoh-contoh praktis yang menunjukkan cara teknik-teknik tersebut diterapkan pada masalah bisnis dunia nyata."
69,Pelatihan Penting Tableau,https://www.linkedin.com/learning/pelatihan-penting-tableau,LinkedIn,Data Science & Data Analysis,Curt Frye,Beginner ,,Berbayar,"Tableau adalah alat analitik dan visualisasi data yang kuat dan serbaguna yang banyak dianggap sangat diperlukan untuk pekerjaan ilmu data. Antarmuka seret dan lepas memudahkan pengguna untuk mengurutkan, membandingkan, dan menganalisis data dari berbagai sumber, termasuk Excel, SQL Server, dan repositori data berbasis cloud. Dalam kursus ini, pelajari cara menganalisis dan menampilkan data menggunakan Tableau 2021—dan membuat keputusan yang lebih baik dan berbasis data untuk perusahaan Anda. Instruktur Curt Frye menunjukkan cara menginstal Tableau, menghubungkan ke sumber data, dan mengurutkan serta memfilter data Anda. Curt menggunakan contoh dunia nyata untuk menunjukkan cara membuat dan memanipulasi visualisasi data—termasuk tabel sorotan, bagan, plot sebar, histogram, peta, dan dasbor—dan menunjukkan cara membagikan visualisasi Anda."
70,Dasar-Dasar Ilmu Data: Penggalian Data,https://www.linkedin.com/learning/dasar-dasar-ilmu-data-penggalian-data,LinkedIn,Data Science & Data Analysis,Barton Poulson,Beginner ,,Berbayar,"Semua ilmu data dimulai dengan data yang baik. Penggalian data adalah kerangka kerja untuk mengumpulkan, mencari, dan menyaring data mentah secara sistematis, memastikan Anda memiliki data bersih dari awal. Itu juga membantu membagi set data yang besar, dan mendapatkan informasi yang paling bermakna dan berharga. Kursus ini, Dasar-Dasar Ilmu Data: Penggalian Data; didesain untuk menyediakan titik masuk yang solid ke semua alat, teknik, dan pemikiran taktis di balik penggalian data.

Barton Poulson membahas sumber dan jenis data, bahasa dan perangkat lunak yang digunakan dalam penggalian data (termasuk R dan Python), dan pelajaran berbasis tugas spesifik yang membantu Anda mempraktikkan teknik-teknik penggalian data yang paling umum: penggalian teks, pengklasteran data, analisis asosiasi, dan lainnya. Kursus ini adalah kebutuhan absolut untuk mereka yang tertarik bergabung dengan tenaga kerja ilmu data, dan mereka yang perlu mendapatkan lebih banyak pengalaman dalam penggalian data."
71,Pelatihan Esensial Power BI,https://www.linkedin.com/learning/pelatihan-esensial-power-bi,LinkedIn,Data Science & Data Analysis,Gini von Courter,Beginner ,,Berbayar,"Temukan cara cepat memperoleh wawasan dari data Anda menggunakan Power BI. Serangkaian alat analitik bisnis yang hebat ini, yang meliputi layanan Power BI, Power BI Desktop, dan Power BI Mobile, dapat membantu Anda menciptakan dan membagikan visualisasi yang berdampak secara lebih efektif kepada orang lain di perusahaan Anda. Dalam kursus ini, Gini von Courter siap membantu Anda memulai perjalanan dengan rangkaian alat canggih ini. Gini mengawali kursus dengan membahas layanan Power BI berbasis web. Dia menjelaskan cara mengimpor data, menciptakan visualisasi, dan menyusun visualisasi tersebut ke dalam laporan. Dia lalu menjelaskan cara menyematkan visualisasi ke dasbor untuk dibagikan, juga cara mengajukan pertanyaan tentang data Anda menggunakan fitur Tanya Jawab (Q""A) Power BI. Dia juga membahas Power BI Mobile dan menunjukkan cara menggunakan kemampuan pemodelan data di Power BI Desktop."
72,Visualisasi Data untuk Analisis dan Analitik Data,https://www.linkedin.com/learning/visualisasi-data-untuk-analisis-dan-analitik-data,LinkedIn,Data Science & Data Analysis,Bill Shander,Beginner ,,Berbayar,"Sebagai analis data, Anda mungkin sudah tahu cara mengembangkan visualisasi dan menggunakan alat-alat, seperti Excel dan Tableau. Kursus ini akan menantang Anda untuk menjelajah melampaui data, melampaui perangkat lunak, dan mulai berpikir secara lebih jelas dan strategis mengenai dasar-dasar dari desain komunikasi yang unggul. Bill Shander, pendiri Beehive Media, berfokus pada tantangan utama yang sering kali dihadapi oleh analis ketika mencoba mengomunikasikan informasi yang kompleks. Ia juga menjelaskan manfaat komunikasi visual. Ia menguraikan sepuluh komponen utama dari visualisasi data yang baik, yang dibangun di dalam program apa pun, dan menunjukkan beragam cara inovatif untuk menyusun kembali slide, bagan, diagram, dan dasbor yang Anda gunakan setiap harinya."
73,Kepemimpinan Proyek,https://www.linkedin.com/learning/kepemimpinan-proyek,LinkedIn,Data Science & Data Analysis,Cyndi Snyder Dionisio,Beginner ,,Berbayar,"Keahlian teknis memang sangat penting bagi siapa pun yang bergelut dalam manajemen proyek. Namun, kepemimpinan yang efektiflah yang mampu mengubah manajer proyek yang baik menjadi luar biasa. Dalam kursus ini, instruktur Cyndi Snyder Dionisio siap membahas berbagai aspek kepemimpinan proyek. Pelajari cara memimpin proyek secara lebih efektif dengan menetapkan visi proyek tingkat tinggi, memotivasi dan mengembangkan tim, serta menerapkan kecerdasan emosional sembari menjalankan proyek. Cyndi juga membahas ciri-ciri umum tim berkinerja tinggi, serta tindakan dan perilaku yang Anda bisa terapkan untuk membantu tim mencapai kinerja yang optimal."
74,Tips dan Trik Visualisasi Data,https://www.linkedin.com/learning/tips-dan-trik-visualisasi-data,LinkedIn,Data Science & Data Analysis,Matt Francis,Beginner ,,Berbayar,"Tips dan Trik Visualisasi Data adalah serangkaian pelajaran yang berdiri sendiri tentang pelaksanaan visualisasi data dengan tepat, setiap saat. Disajikan oleh pakar visualisasi data pemenang penghargaan (dan Master Sen yang ditunjuk Tableau) Matt Francis, kursus agnostik perangkat lunak ini didesain untuk ilmuwan data berpengalaman dan spesialis analitik serta berfungsi sebagai bank pengetahuan dan praktik terbaik yang harus dimiliki. Pelajari cara memilih visualisasi yang tepat untuk data Anda, dan jawab 5 pertanyaan utama yang harus Anda ajukan kepada diri sendiri di awal setiap proyek. Topik mencakup memahami hubungan antara set data, membuat perbandingan, membuat bagan hubungan, memvisualisasi distribusi data, membuat peta, dan—yang paling berharga—mengetahui kapan saatnya menggunakan jenis grafik dan bagan yang mana. Matt juga mengajarkan cara memahami apa yang orang lain lakukan dengan visualisasi mereka sendiri, mengajukan pertanyaan yang bijak, dan melihat dengan mata kritis atas kerja orang lain."
75,Power BI: Dasbor untuk Pemula,https://www.linkedin.com/learning/power-bi-dasbor-untuk-pemula,LinkedIn,Data Science & Data Analysis,Joshua Rischin,Beginner ,,Berbayar,"Dapatkan panduan pemula singkat dan sederhana untuk Power BI. Dalam kursus singkat ini, Joshua Rischin membongkar proses membangun dasbor di Power BI, alat analitik bisnis dan visualisasi data canggih dari Microsoft. Joshua memulai kursus dengan pengenalan singkat mengenai cara kerja dasbor Power BI, termasuk komponen-komponen yang membentuk dasbor. Selanjutnya, ia menunjukkan cara memilih data yang tepat dan menghubungkannya ke dasbor. Anda kemudian bisa mempelajari cara mempersiapkan dan menyesuaikan layout dasbor, memilih dan mengonfigurasi jenis bagan, menerapkan filter dasbor, dan meningkatkan dasbor dengan sejumlah cara yang bermanfaat. Pelajaran ini memberi kemudahan, bahkan bagi para pengguna pemula, untuk mengubah data mentah menjadi cerita kuat yang dapat membantu menghasilkan keputusan bisnis yang lebih baik."
76,Mempresentasikan Data Secara Efektif untuk Memberi Informasi dan Menginspirasi,https://www.linkedin.com/learning/mempresentasikan-data-secara-efektif-untuk-memberi-informasi-dan-menginspirasi,LinkedIn,Data Science & Data Analysis,Bill Shander,Beginner ,,Berbayar,"Kita semua berurusan dengan data, dan pada titik tertentu, kita semua harus dapat mempresentasikannya secara efektif kepada orang lain. Tapi bagaimana Anda bisa benar-benar memberi dampak? Bagaimana Anda dapat memastikan bahwa Anda menyampaikan informasi yang paling penting, dan bahwa Anda akan menginspirasi audiens untuk bertindak? Dalam kursus ini, instruktur Bill Shander menjelaskan cara merencanakan presentasi data: menemukan cerita dalam data Anda, berfokus pada ""jadi apa"", mendefinisikan dan menjangkau audiens Anda, menggunakan visual paling efektif, mengedit presentasi Anda, dan mempresentasikan data Anda ke audiens. Bill membahas berbagai hal secara menyeluruh, mulai dari konsep hingga pelaksanaan, bahkan termasuk beberapa pelatihan keterampilan presentasi."
77,Data Analysis Fundamental,https://myskill.id/course/data-analysis-fundamental,Myskill,Data Science & Data Analysis,Rizki Teguh Kurniawan,,4.65,Berbayar,"Data analysis menjadi primadona di masa kini, menjadi salah satu profesi yang sangat di cari oleh banyak perusahaan. Namun, sebelum melangkah lebih jauh, kamu akan mempelajari hal-hal fundamental tentang data analysis di materi pertama ini seperti Business Intelligence Analyst, Research Data Analyst, dan Marketing Data Analyst. Kamu akan lebih siap memasuki dunia data analyst ketika kamu selesai mempelajari materi ini."
78,Skills and Tools in Data Analysis,https://myskill.id/course/skill-tools-data-analysis,Myskill,Data Science & Data Analysis,Anugrah Rusdianto ,,4.46,Berbayar,"Pada materi kali ini kamu akan mempelajari lebih lanjut mengenai hal-hal mendasar lainnya terkait data analysis. Kamu akan mempelajari hal seperti understanding Business Problems, data cleaning and preparation, dan exploratory data analysis & tools. Kamu akan semakin siap untuk mempelajari lebih dalam mengenai data analyst setelah mempelajari video ini."
79,Statistics,https://myskill.id/course/statistics-data-analysis,Myskill,Data Science & Data Analysis,Anugrah Rusdianto ,,4.46,Berbayar,"Statistik merupakan jantung seorang data analysis, materi ini akan membuat kamu mempelajari mengenai dasar-dasar Statistik, Variabel, Sample dan Population. Kamu akan memahami statistik yang diperlukan dalam data analyst ketika kamu selesai mempelajari materi ini."
80,Business Metrics,https://myskill.id/course/business-metrics,Myskill,Data Science & Data Analysis,Rizki Teguh Kurniawan,,4.57,Berbayar,"Fokus pada materi ini akan membahas mengenai Pengetian Metrics, penjelasan Key Performance Indicator (KPI) dan Objective Key Results (OKR)."
81,Marketing Business Metrics,https://myskill.id/course/marketing-business-metrics,Myskill,Data Science & Data Analysis,Anugrah Rusdianto ,,4.54,Berbayar,"Marketing merupakan suatu cara untuk mengenalkan produk bisnis pada pasar, di materi kali ini akan dibahas terkiat business matric sampai pada aktivitas mareking dalam sebuah bisnis."
82,Operation and Health Service Metrics,https://myskill.id/course/operation-health-service-metrics,Myskill,Data Science & Data Analysis,Anugrah Rusdianto ,,4.49,Berbayar,"Materi ini masih linear dengan dua materi sebelumnya, di materi kali ini akan dibahas contoh business metric operation dan business health mulai dari pengantar sampai aktivitasnya."
83,Cohort and Retention Analysis,https://myskill.id/course/cohort-retention-analysis,Myskill,Data Science & Data Analysis,Rizki Teguh Kurniawan,,4.59,Berbayar,"Pada meteri ini akan dibahas mengenai pengertian cohort analysis, retention analysis, membaca chart cohort analysis, pengertian Retention Analysis Metrics, customer lifetime value dan materi-materi lainnya."
84,Cohort and Retention Analysis Practice,https://myskill.id/course/cohort-retention-analysis-practice,Myskill,Data Science & Data Analysis,Rizki Teguh Kurniawan,,4.45,Berbayar,Materi ini adalah lanjutan dan implementasi dari materi sebelumnya. Di sini akan berlatih melaksanakan Cohort and Retention Analysis
85,Regression and Inferential Analysis,https://myskill.id/course/regression-inferential-analysis,Myskill,Data Science & Data Analysis,Anugrah Rusdianto ,,4.41,Berbayar,Pada meteri ini akan dibahas mengenai Pengenalan Model & Regresi
86,Correlation Analysis,https://myskill.id/course/correlation-analysis,Myskill,Data Science & Data Analysis,Anugrah Rusdianto ,,4.4,Berbayar,"Pada materi ini akan berfokus pada pembahasan meliputi pengertian Analysis Method Regression, kegunaannya, pengenalan Korelasi Pearson & Koefisien Korelasi dan Statistical Significance in Correlation."
87,Hypothetical Testing and AB Test,https://myskill.id/course/hypothetical-testing-ab-test,Myskill,Data Science & Data Analysis,Rizki Teguh Kurniawan,,4.57,Berbayar,"Pada materi ini akan berfokus pada pembahasan meliputi pengertian Analysis Method Regression, kegunaannya, pengenalan Korelasi Pearson & Koefisien Korelasi dan Statistical Significance in Correlation"
88,Clustering Analysis,https://myskill.id/course/clustering-analysis,Myskill,Data Science & Data Analysis,Rizki Teguh Kurniawan,,4.61,Berbayar,"Cluster adalah kumpulan objek dengan karakteristik yang mirip. Materi kali ini berhubungan dengan hal tersebut. Impelemntasi Metode analisis clustring, algoritma, Centroid-based, K-Means Clustering dan carapenggunaanya dengan phyton."
89,Text Analysis,https://myskill.id/course/text-analysis,Myskill,Data Science & Data Analysis,Anugrah Rusdianto ,,4.39,Berbayar,"Dalam mengolah data seringkali kamu jumpai kebutuhan analisis teks seperti keperluan memfilter data. Dalam materi ini kamu akan membahas pengertian dang fungsi text analysis, metode text analysis fuzzyz wuzzy beserta contohnya"
